Chromosome/scaffold name	Gene start (bp)	Gene stable ID version	Strand
9	89699076	ENSG00000224887.1	-1
HSCHR6_MHC_MANN	30272044	ENSG00000239618.2	1
13	21302870	ENSG00000150456.6	-1
15	58996051	ENSG00000199730.1	-1
18	47014851	ENSG00000265681.2	-1
9	89875365	ENSG00000212421.1	1
9	102293978	ENSG00000234860.1	1
15	59047824	ENSG00000259173.2	-1
9	90038549	ENSG00000228373.2	1
X	48770459	ENSG00000102096.9	-1
15	59052666	ENSG00000200318.1	-1
9	90140217	ENSG00000219928.2	1
22	42503769	ENSG00000213790.2	-1
15	59060271	ENSG00000245975.2	-1
9	90168369	ENSG00000236709.1	1
15	59107471	ENSG00000259402.1	1
22	42528550	ENSG00000227370.1	1
9	90356148	ENSG00000237747.1	1
20	47894715	ENSG00000177410.8	1
15	59149030	ENSG00000259353.1	-1
22	42532442	ENSG00000232710.1	-1
9	90359816	ENSG00000222408.1	-1
20	60711791	ENSG00000101182.10	-1
15	59157205	ENSG00000259738.1	1
15	59161858	ENSG00000242747.1	1
9	90387368	ENSG00000188029.4	1
22	42545877	ENSG00000226450.2	-1
15	59182166	ENSG00000225798.1	1
9	90431380	ENSG00000232743.2	1
15	59259245	ENSG00000259393.2	-1
9	102348068	ENSG00000237461.1	-1
15	59341598	ENSG00000241640.2	-1
9	90441402	ENSG00000237743.2	-1
15	25582381	ENSG00000114062.13	-1
22	42665759	ENSG00000182057.4	1
HSCHR6_MHC_MANN	30303261	ENSG00000230660.2	-1
9	102648608	ENSG00000255145.1	-1
8	86126311	ENSG00000176731.7	-1
15	59413233	ENSG00000259732.1	1
9	102677359	ENSG00000254571.1	-1
15	59443177	ENSG00000221096.1	-1
9	102760583	ENSG00000234709.2	-1
15	59463382	ENSG00000253030.1	-1
22	42672361	ENSG00000233903.2	1
20	47895477	ENSG00000209042.1	1
20	47896856	ENSG00000222365.1	1
22	42674194	ENSG00000273366.1	1
9	90459067	ENSG00000234575.1	1
21	30566392	ENSG00000156273.11	1
20	47897220	ENSG00000212304.1	1
20	48203218	ENSG00000265225.1	1
20	56725960	ENSG00000124237.5	1
20	48338486	ENSG00000264946.1	1
22	42760406	ENSG00000229891.1	-1
9	3218297	ENSG00000080298.11	-1
20	48346128	ENSG00000231878.1	-1
X	45606421	ENSG00000207725.1	-1
20	48411348	ENSG00000252540.1	1
X	45624175	ENSG00000269902.1	-1
20	48444529	ENSG00000252123.1	1
9	90463028	ENSG00000233884.1	-1
22	42834029	ENSG00000230107.1	1
HSCHR6_MHC_MANN	30363873	ENSG00000234095.1	1
20	48445662	ENSG00000237788.1	1
X	45707328	ENSG00000231566.1	-1
9	90471930	ENSG00000214888.2	-1
HSCHR6_MHC_MANN	30368691	ENSG00000257168.1	-1
9	102864841	ENSG00000239908.2	1
HSCHR6_MHC_MANN	30371736	ENSG00000236422.1	-1
20	48537134	ENSG00000199490.1	-1
15	59504847	ENSG00000200070.1	-1
9	90479081	ENSG00000234460.1	1
9	102879037	ENSG00000238172.1	-1
20	48556833	ENSG00000239157.1	-1
15	59508845	ENSG00000215983.1	1
X	45752347	ENSG00000212347.2	-1
HSCHR6_MHC_MANN	30375568	ENSG00000231659.1	-1
15	59558919	ENSG00000259771.1	-1
9	102882717	ENSG00000270995.1	-1
X	45772553	ENSG00000215286.3	1
20	48573282	ENSG00000229222.1	1
15	59633513	ENSG00000199512.1	-1
HSCHR6_MHC_MANN	30376935	ENSG00000257295.1	1
9	102937460	ENSG00000231697.3	1
15	59640847	ENSG00000259735.1	-1
20	48588643	ENSG00000206710.1	1
X	45772702	ENSG00000234613.1	-1
9	90529408	ENSG00000230246.3	1
HSCHR6_MHC_MANN	30380635	ENSG00000258032.1	-1
20	48657253	ENSG00000231265.1	-1
15	59682407	ENSG00000238767.1	1
X	45811197	ENSG00000224701.1	-1
HSCHR6_MHC_MANN	30394980	ENSG00000257819.1	-1
15	59693420	ENSG00000259750.1	-1
HSCHR6_MHC_MANN	30404947	ENSG00000258124.1	1
X	45842800	ENSG00000213100.2	1
22	42896585	ENSG00000172250.10	1
20	48780001	ENSG00000237595.2	-1
20	44527399	ENSG00000100979.10	-1
HSCHR6_MHC_MANN	30405462	ENSG00000257934.1	-1
15	59699162	ENSG00000259674.1	-1
X	45918186	ENSG00000214009.2	-1
20	48782899	ENSG00000234698.1	1
HSCHR6_MHC_MANN	30427175	ENSG00000229187.1	1
15	59701104	ENSG00000200252.1	1
15	41785591	ENSG00000137825.6	1
9	90559191	ENSG00000238110.1	-1
20	48789087	ENSG00000231742.1	1
9	90613144	ENSG00000271923.1	-1
9	90631215	ENSG00000217716.3	1
HSCHR6_MHC_MANN	30469421	ENSG00000258219.1	1
9	90681830	ENSG00000225385.3	1
HSCHR6_MHC_MANN	30478910	ENSG00000233700.1	1
15	85752346	ENSG00000221266.1	-1
15	85753262	ENSG00000242188.2	-1
20	56793551	ENSG00000124227.4	-1
20	48884023	ENSG00000224397.1	1
9	90744220	ENSG00000177910.6	-1
HSCHR6_MHC_MANN	30481340	ENSG00000227754.2	1
9	103157934	ENSG00000263475.1	1
13	21351469	ENSG00000132953.12	-1
9	103343361	ENSG00000200966.1	-1
21	41002198	ENSG00000225330.1	1
15	85783703	ENSG00000188388.9	1
HSCHR6_MHC_MANN	30498398	ENSG00000224554.2	1
9	103493522	ENSG00000237999.2	1
15	59817621	ENSG00000243780.1	-1
22	42948194	ENSG00000265106.1	-1
21	41099682	ENSG00000231713.2	1
HSCHR6_MHC_MANN	30500762	ENSG00000257559.1	1
15	59844814	ENSG00000240238.1	-1
HSCHR6_MHC_MANN	30501183	ENSG00000257273.1	-1
20	48909257	ENSG00000203999.4	1
HSCHR6_MHC_MANN	30504298	ENSG00000258353.1	1
15	59866302	ENSG00000201704.1	-1
9	90795588	ENSG00000204429.4	1
21	41584279	ENSG00000263973.1	-1
HSCHR6_MHC_MANN	30516378	ENSG00000258054.1	-1
HSCHR6_MHC_MANN	30522150	ENSG00000257170.1	1
20	48927248	ENSG00000233077.1	-1
9	90802650	ENSG00000229288.1	-1
18	19668021	ENSG00000263588.1	1
HSCHR6_MHC_MANN	30523872	ENSG00000257911.1	-1
9	90939369	ENSG00000226327.3	1
20	49045729	ENSG00000244376.2	-1
HSCHR6_MHC_MANN	30528710	ENSG00000235801.1	1
20	49096304	ENSG00000231715.1	1
X	118722300	ENSG00000186416.8	-1
9	90989184	ENSG00000252299.1	1
20	49174221	ENSG00000239742.2	-1
9	103674602	ENSG00000230161.1	1
HSCHR6_MHC_MANN	30529912	ENSG00000258155.1	1
9	91025444	ENSG00000227638.2	-1
22	42951229	ENSG00000182841.8	-1
18	68179963	ENSG00000239748.2	1
20	49179546	ENSG00000201501.1	1
HSCHR6_MHC_MANN	30542942	ENSG00000257602.1	1
9	103737950	ENSG00000229541.2	1
20	3088219	ENSG00000185019.12	-1
18	68667713	ENSG00000265781.1	-1
20	49187512	ENSG00000232043.1	-1
21	41755010	ENSG00000235123.1	1
9	91099767	ENSG00000231804.1	-1
15	85798600	ENSG00000218052.4	-1
HSCHR6_MHC_MANN	30545347	ENSG00000257182.1	1
9	103887718	ENSG00000238143.1	-1
20	49202323	ENSG00000208018.1	1
18	68696006	ENSG00000265639.1	1
9	3452305	ENSG00000203286.4	-1
9	91242104	ENSG00000228189.4	-1
9	104084759	ENSG00000253041.1	1
HSCHR6_MHC_MANN	30551130	ENSG00000257362.1	1
20	49231173	ENSG00000221091.1	-1
18	68883940	ENSG00000265484.1	-1
9	104096366	ENSG00000227411.1	-1
X	48779305	ENSG00000068308.9	-1
HSCHR6_MHC_MANN	30560530	ENSG00000257984.1	-1
9	91360751	ENSG00000265873.1	-1
20	49237300	ENSG00000231302.1	1
HSCHR6_MHC_MANN	30561459	ENSG00000257190.1	1
18	68892940	ENSG00000263733.1	1
9	104118748	ENSG00000236763.2	-1
HSCHR6_MHC_MANN	30596784	ENSG00000266785.1	1
9	91585802	ENSG00000225856.2	-1
20	49262008	ENSG00000234693.1	1
HSCHR6_MHC_MANN	30628681	ENSG00000265473.1	-1
18	69187198	ENSG00000260676.1	-1
8	141541264	ENSG00000123908.7	-1
HSCHR6_MHC_MANN	30646084	ENSG00000223851.3	1
9	91586553	ENSG00000228658.1	1
22	24204375	ENSG00000251357.4	1
HSCHR6_MHC_MANN	30709281	ENSG00000226494.1	-1
20	49457152	ENSG00000230043.1	-1
18	69255773	ENSG00000264388.1	1
9	91624949	ENSG00000231632.1	-1
20	49477445	ENSG00000265062.1	1
HSCHR6_MHC_MANN	30715542	ENSG00000224508.1	1
18	69332384	ENSG00000265946.1	1
20	49530268	ENSG00000228663.1	1
22	42961054	ENSG00000202058.1	-1
9	91703519	ENSG00000224945.1	-1
15	85815758	ENSG00000259317.1	1
HSCHR6_MHC_MANN	30763502	ENSG00000263671.1	1
22	42965153	ENSG00000251913.1	-1
8	145674965	ENSG00000187954.8	-1
18	69504275	ENSG00000260457.2	1
X	71521488	ENSG00000125931.6	-1
20	49547521	ENSG00000259456.2	1
22	43011250	ENSG00000270022.2	1
HSCHR6_MHC_MANN	30779290	ENSG00000228762.1	1
18	69557645	ENSG00000265995.1	-1
15	85933054	ENSG00000251891.1	-1
9	91927140	ENSG00000265112.1	1
22	24236191	ENSG00000240972.1	1
20	49555183	ENSG00000265582.1	1
22	43158866	ENSG00000200448.1	-1
15	85958459	ENSG00000259630.2	1
18	69599729	ENSG00000271313.1	1
9	92064473	ENSG00000231799.2	1
20	49615907	ENSG00000232358.1	1
22	43172412	ENSG00000234009.1	-1
18	19749404	ENSG00000141448.4	1
18	70285502	ENSG00000264315.1	1
9	92087152	ENSG00000225460.1	1
15	86122277	ENSG00000259375.1	-1
20	3127165	ENSG00000215251.3	-1
HSCHR6_MHC_MANN	30811119	ENSG00000229170.2	-1
9	104121214	ENSG00000230328.2	1
20	49747325	ENSG00000228820.2	-1
22	43180468	ENSG00000229608.1	1
18	70410991	ENSG00000265579.1	-1
9	92112853	ENSG00000264913.1	1
15	86162854	ENSG00000259367.1	-1
9	92316566	ENSG00000237372.1	1
18	70419187	ENSG00000252598.1	1
15	86164495	ENSG00000259276.1	-1
9	104137626	ENSG00000234502.2	-1
22	43249409	ENSG00000226989.1	-1
18	70520556	ENSG00000263750.1	-1
20	49794042	ENSG00000263592.1	1
HSCHR6_MHC_MANN	30851993	ENSG00000231854.1	-1
9	92501142	ENSG00000226206.1	1
20	49993772	ENSG00000263645.1	-1
15	86194753	ENSG00000202081.1	-1
22	43434591	ENSG00000230319.1	1
18	70535623	ENSG00000263958.1	1
20	50069442	ENSG00000266761.1	-1
15	86244340	ENSG00000259453.1	1
HSCHR6_MHC_MANN	30876718	ENSG00000266263.1	1
9	92503174	ENSG00000236507.1	-1
22	24236613	ENSG00000218537.1	-1
20	50351072	ENSG00000215444.2	1
HSCHR6_MHC_MANN	30879450	ENSG00000231444.1	-1
22	43488173	ENSG00000234735.1	1
15	86269346	ENSG00000259544.1	-1
9	92740564	ENSG00000237626.1	1
HSCHR6_MHC_MANN	30903348	ENSG00000272188.1	1
22	43608680	ENSG00000236272.1	1
20	50448336	ENSG00000227964.1	-1
18	70992176	ENSG00000261780.2	1
15	86287340	ENSG00000259407.1	-1
21	41885071	ENSG00000207147.1	1
9	104212083	ENSG00000270982.1	1
9	92782936	ENSG00000227555.1	-1
HSCHR6_MHC_MANN	30919337	ENSG00000263402.1	1
20	50518830	ENSG00000252467.1	1
22	43628147	ENSG00000234892.1	1
21	41949429	ENSG00000221396.2	1
HSCHR6_MHC_MANN	30945079	ENSG00000265323.1	-1
20	50521508	ENSG00000252654.1	1
15	86293567	ENSG00000259762.1	-1
20	56806188	ENSG00000124224.12	-1
20	50557083	ENSG00000263659.1	-1
HSCHR6_MHC_MANN	31042650	ENSG00000231474.1	1
9	92785723	ENSG00000263967.1	-1
22	43671961	ENSG00000203527.2	1
18	71378564	ENSG00000265380.1	-1
20	50726883	ENSG00000233347.1	-1
15	86298172	ENSG00000259416.2	-1
21	41987304	ENSG00000233756.1	-1
9	92843579	ENSG00000234910.2	-1
HSCHR6_MHC_MANN	31066942	ENSG00000237894.1	1
22	43796337	ENSG00000236117.1	1
18	71412170	ENSG00000241866.2	1
20	50827184	ENSG00000234948.1	1
15	86313727	ENSG00000221634.1	-1
9	92978321	ENSG00000185074.7	1
18	71581640	ENSG00000263655.1	-1
HSCHR6_MHC_MANN	31095736	ENSG00000263367.1	1
21	42235920	ENSG00000230859.1	1
15	86314221	ENSG00000259195.1	1
HSCHR6_MHC_MANN	31135350	ENSG00000257709.1	-1
9	92994467	ENSG00000225072.1	1
20	51068003	ENSG00000225785.1	-1
15	41795836	ENSG00000062524.11	-1
18	71878626	ENSG00000260569.2	-1
HSCHR6_MHC_MANN	31143168	ENSG00000258298.1	1
9	104230721	ENSG00000225376.1	1
20	51104461	ENSG00000232465.1	-1
9	93063184	ENSG00000231107.1	-1
HSCHR6_MHC_MANN	31153467	ENSG00000225714.1	1
22	43911997	ENSG00000223843.3	1
18	71894741	ENSG00000243856.2	1
22	24299601	ENSG00000133433.6	-1
20	51127791	ENSG00000234821.1	1
18	72057119	ENSG00000235297.3	-1
22	44155079	ENSG00000233157.1	-1
20	3143263	ENSG00000088899.10	-1
22	44198424	ENSG00000180150.5	1
9	93225806	ENSG00000229613.1	-1
20	51288456	ENSG00000232294.1	1
18	19993564	ENSG00000212710.3	-1
18	72076650	ENSG00000259779.1	1
22	44208336	ENSG00000261251.1	1
HSCHR6_MHC_MANN	31186478	ENSG00000226422.1	-1
18	72228616	ENSG00000264340.1	-1
22	44300476	ENSG00000266837.1	-1
9	93504808	ENSG00000236316.2	-1
21	42513427	ENSG00000226496.1	-1
X	46147451	ENSG00000229145.1	-1
22	44352907	ENSG00000224856.2	1
HSCHR6_MHC_MANN	31210528	ENSG00000238148.2	1
20	51474877	ENSG00000232286.1	-1
18	72259010	ENSG00000264247.1	-1
22	44809365	ENSG00000236079.1	-1
X	46185359	ENSG00000236751.1	-1
HSCHR6_MHC_MANN	31212937	ENSG00000229823.1	-1
9	93513522	ENSG00000270432.1	-1
20	51506701	ENSG00000230636.1	1
22	44839207	ENSG00000232655.1	1
9	3824127	ENSG00000107249.17	-1
HSCHR6_MHC_MANN	31274582	ENSG00000257412.1	-1
HG873_PATCH	14988217	ENSG00000262933.2	-1
20	51679156	ENSG00000252629.1	1
9	93719542	ENSG00000228216.1	-1
22	44879375	ENSG00000228807.1	-1
13	21547171	ENSG00000150457.7	-1
X	46277885	ENSG00000231235.1	-1
22	24309089	ENSG00000099974.7	1
20	51714191	ENSG00000199218.1	1
18	73144658	ENSG00000266774.1	-1
HSCHR6_MHC_MANN	31286806	ENSG00000229265.1	1
9	93759336	ENSG00000260454.1	1
20	51785182	ENSG00000223492.1	-1
22	44962845	ENSG00000215333.3	1
X	46299144	ENSG00000235587.2	-1
18	73408034	ENSG00000261194.1	-1
9	104263925	ENSG00000233055.1	-1
20	51812768	ENSG00000227705.1	-1
9	93867239	ENSG00000230537.1	-1
HSCHR6_MHC_MANN	31291541	ENSG00000237448.3	1
18	73556880	ENSG00000266460.1	-1
X	46313532	ENSG00000224072.1	-1
20	51872518	ENSG00000271774.1	-1
22	44965219	ENSG00000187012.6	1
HSCHR6_MHC_MANN	31298730	ENSG00000234980.1	-1
18	73720073	ENSG00000264108.1	-1
9	93881344	ENSG00000229694.2	1
HSCHR6_MHC_MANN	31319022	ENSG00000228954.1	-1
20	52014199	ENSG00000231703.2	-1
X	46377201	ENSG00000199226.1	1
18	73834953	ENSG00000263547.1	1
HSCHR6_MHC_MANN	31347552	ENSG00000257967.1	-1
20	52037738	ENSG00000224530.1	1
8	10383056	ENSG00000184647.6	1
X	46404928	ENSG00000230844.2	1
HSCHR6_MHC_MANN	31377183	ENSG00000233604.1	-1
22	45002819	ENSG00000234300.1	-1
9	93881420	ENSG00000237422.1	-1
18	73885259	ENSG00000266743.1	-1
20	52069597	ENSG00000259723.1	-1
HSCHR6_MHC_MANN	31380966	ENSG00000263701.1	1
20	3170996	ENSG00000198171.8	-1
8	7618852	ENSG00000235825.3	1
22	45047715	ENSG00000231801.2	1
18	73921465	ENSG00000264260.1	1
HG873_PATCH	14929064	ENSG00000262196.1	1
20	52161154	ENSG00000206959.1	1
9	104311968	ENSG00000265068.1	-1
HSCHR6_MHC_MANN	31388244	ENSG00000224131.1	1
9	93921855	ENSG00000235641.3	1
20	52169309	ENSG00000197670.5	1
X	46420363	ENSG00000270499.1	-1
18	73939945	ENSG00000264595.1	-1
HG271_PATCH	79336072	ENSG00000266064.1	1
22	45297427	ENSG00000223730.1	1
HSCHR6_MHC_MANN	31391241	ENSG00000226732.1	1
18	73959680	ENSG00000266014.1	1
X	46506029	ENSG00000213997.3	-1
20	52224893	ENSG00000235415.1	1
22	45396446	ENSG00000230922.1	-1
HSCHR6_MHC_MANN	31392904	ENSG00000228179.1	-1
18	73966247	ENSG00000265717.1	-1
9	93931867	ENSG00000230147.2	-1
15	59867827	ENSG00000200606.1	-1
X	46544200	ENSG00000226048.1	-1
HG271_PATCH	79349801	ENSG00000264504.3	-1
HSCHR6_MHC_MANN	31412966	ENSG00000266747.1	-1
20	52285236	ENSG00000238468.1	-1
15	59936497	ENSG00000227161.1	-1
18	73968846	ENSG00000264212.1	1
X	83480760	ENSG00000221494.1	-1
9	104555736	ENSG00000230302.2	-1
22	24313554	ENSG00000099977.9	-1
22	45528901	ENSG00000226328.2	-1
20	52416362	ENSG00000225563.1	-1
9	93968457	ENSG00000273381.1	-1
X	46584599	ENSG00000215284.2	-1
15	59968956	ENSG00000259657.1	1
18	74084672	ENSG00000263982.1	1
X	83658906	ENSG00000233484.2	-1
9	94188520	ENSG00000233081.1	1
X	46946905	ENSG00000206685.1	1
20	52491791	ENSG00000241721.1	-1
HG271_PATCH	79361930	ENSG00000265512.1	-1
15	59980716	ENSG00000259238.1	1
HSCHR6_MHC_MANN	31428753	ENSG00000258113.1	1
18	74203608	ENSG00000265778.1	1
22	45551420	ENSG00000273243.1	-1
X	46992070	ENSG00000201659.1	1
HSCHR6_MHC_MANN	31451929	ENSG00000231836.1	1
9	94373625	ENSG00000228595.1	1
X	83755033	ENSG00000259640.1	-1
HG271_PATCH	79434813	ENSG00000265729.1	-1
22	45574871	ENSG00000273353.1	1
X	47016037	ENSG00000237351.1	-1
18	74327169	ENSG00000266256.1	1
15	60060543	ENSG00000234797.4	1
HSCHR6_MHC_MANN	31526785	ENSG00000229216.4	-1
22	45596835	ENSG00000221598.1	-1
9	94398533	ENSG00000266855.1	1
X	47064320	ENSG00000224975.1	1
20	52556699	ENSG00000236352.1	1
HG271_PATCH	79486863	ENSG00000263865.1	1
X	84010144	ENSG00000237211.2	1
22	45658166	ENSG00000273287.1	-1
18	74334963	ENSG00000266312.1	-1
9	94768344	ENSG00000227399.1	1
20	60718822	ENSG00000184402.10	1
HSCHR6_MHC_MANN	31535410	ENSG00000236273.1	1
X	47132765	ENSG00000237623.1	-1
20	52684947	ENSG00000265595.1	-1
HG271_PATCH	79487847	ENSG00000264223.1	1
15	60163710	ENSG00000259601.2	-1
13	21714653	ENSG00000150459.8	1
22	45671480	ENSG00000213752.3	1
4	72607410	ENSG00000145321.8	-1
20	53476227	ENSG00000252089.1	-1
8	7626499	ENSG00000254597.1	1
22	45831744	ENSG00000232363.1	-1
HSCHR6_MHC_MANN	31543668	ENSG00000265116.1	-1
18	74401986	ENSG00000229055.3	1
GL000229.1	17285	ENSG00000238643.1	1
15	60257141	ENSG00000259573.1	1
HSCHR6_MHC_MANN	31548377	ENSG00000265325.1	-1
22	46000312	ENSG00000238120.1	-1
20	53691155	ENSG00000185834.9	1
15	60345403	ENSG00000259558.1	-1
18	74415400	ENSG00000265934.1	-1
GL000194.1	53590	ENSG00000215750.5	-1
HSCHR6_MHC_MANN	31549580	ENSG00000231647.1	1
22	46020411	ENSG00000251985.1	-1
8	10463859	ENSG00000183638.5	-1
22	46156404	ENSG00000264160.1	1
9	104817534	ENSG00000230418.2	-1
15	60365867	ENSG00000259223.1	-1
HSCHR6_MHC_MANN	31630340	ENSG00000266847.1	1
GL000213.1	68442	ENSG00000269725.1	1
20	54036874	ENSG00000224008.1	-1
9	105018886	ENSG00000238882.1	1
22	46188298	ENSG00000235347.1	-1
15	60682570	ENSG00000240163.1	1
HSCHR6_MHC_MANN	31665567	ENSG00000257516.1	-1
9	105057659	ENSG00000222117.1	1
GL000194.1	84477	ENSG00000221485.1	-1
18	74463261	ENSG00000265836.1	1
X	84189157	ENSG00000229547.4	1
9	105277486	ENSG00000235901.2	1
22	46271879	ENSG00000235091.1	-1
15	60696662	ENSG00000242667.1	1
HSCHR6_MHC_MANN	31665598	ENSG00000233169.1	1
18	74471641	ENSG00000265626.1	-1
22	46372758	ENSG00000265610.1	-1
HSCHR6_MHC_MANN	31670558	ENSG00000264915.1	1
20	54039549	ENSG00000235166.3	1
22	46409486	ENSG00000273145.1	1
18	74512620	ENSG00000252097.1	-1
HSCHR6_MHC_MANN	31708300	ENSG00000266418.1	-1
18	74546385	ENSG00000244229.1	-1
X	84228223	ENSG00000230781.1	1
HSCHR6_MHC_MANN	31870631	ENSG00000203463.2	-1
GL000213.1	108007	ENSG00000237375.2	-1
22	24322339	ENSG00000099984.6	1
22	46435787	ENSG00000231711.2	-1
18	74596891	ENSG00000265261.1	-1
HSCHR6_MHC_MANN	31941638	ENSG00000223747.1	-1
15	60771377	ENSG00000245534.2	1
8	7651238	ENSG00000254776.1	-1
HSCHR6_MHC_MANN	32079929	ENSG00000257975.1	-1
GL000194.1	84813	ENSG00000223061.2	-1
8	7711019	ENSG00000215977.1	-1
20	54780108	ENSG00000222118.1	-1
HSCHR6_MHC_MANN	32085737	ENSG00000263418.1	-1
GL000213.1	104742	ENSG00000265283.1	1
22	46448973	ENSG00000273289.1	1
8	10530147	ENSG00000171060.6	1
8	7748525	ENSG00000254543.1	-1
20	54842928	ENSG00000235594.1	1
GL000213.1	127840	ENSG00000238432.1	-1
HSCHR6_MHC_MANN	32273522	ENSG00000257697.1	1
HSCHR6_MHC_MANN	32273522	ENSG00000257697.1	1
HSCHR6_MHC_MANN	32273522	ENSG00000257697.1	1
18	74686646	ENSG00000266844.1	1
HSCHR6_MHC_MANN	32322510	ENSG00000257978.1	1
HSCHR6_MHC_MANN	32322510	ENSG00000257978.1	1
HSCHR6_MHC_MANN	32322510	ENSG00000257978.1	1
X	84465712	ENSG00000235461.1	1
22	46449585	ENSG00000241990.1	1
20	54871023	ENSG00000230843.1	-1
21	30909254	ENSG00000171189.12	-1
HSCHR6_MHC_MANN	32332438	ENSG00000233160.1	1
HSCHR6_MHC_MANN	32332438	ENSG00000233160.1	1
HSCHR6_MHC_MANN	32332438	ENSG00000233160.1	1
15	60822172	ENSG00000259274.1	1
20	55034484	ENSG00000228601.1	-1
8	7791934	ENSG00000229907.3	-1
9	105281918	ENSG00000204250.3	1
15	60850279	ENSG00000259513.1	1
HSCHR6_MHC_MANN	32360104	ENSG00000266660.1	1
HSCHR6_MHC_MANN	32360104	ENSG00000266660.1	1
HSCHR6_MHC_MANN	32360104	ENSG00000266660.1	1
20	55035322	ENSG00000212084.2	-1
9	105373444	ENSG00000232242.2	-1
X	84499101	ENSG00000264517.1	1
20	55050699	ENSG00000238294.1	1
HSCHR6_MHC_MANN	32397725	ENSG00000229903.1	1
HSCHR6_MHC_MANN	32397725	ENSG00000229903.1	1
HSCHR6_MHC_MANN	32397725	ENSG00000229903.1	1
15	60973768	ENSG00000259482.1	1
22	46451620	ENSG00000231010.1	-1
20	55097413	ENSG00000179467.1	1
8	7812536	ENSG00000225725.4	1
20	3189514	ENSG00000125877.8	1
15	61028968	ENSG00000212625.1	1
20	55152619	ENSG00000225657.2	1
22	46463236	ENSG00000235159.1	-1
HSCHR6_MHC_MANN	32466296	ENSG00000234164.2	-1
HSCHR6_MHC_MANN	32466296	ENSG00000234164.2	-1
HSCHR6_MHC_MANN	32466296	ENSG00000234164.2	-1
15	61056105	ENSG00000259591.1	1
22	46486924	ENSG00000266533.1	1
HSCHR6_MHC_MANN	32492184	ENSG00000223359.2	-1
HSCHR6_MHC_MANN	32492184	ENSG00000223359.2	-1
HSCHR6_MHC_MANN	32492184	ENSG00000223359.2	-1
X	85104415	ENSG00000223707.2	-1
22	46508629	ENSG00000198986.1	1
20	55176757	ENSG00000214541.3	1
HSCHR6_MHC_MANN	32517759	ENSG00000265059.1	-1
HSCHR6_MHC_MANN	32517759	ENSG00000265059.1	-1
HSCHR6_MHC_MANN	32517759	ENSG00000265059.1	-1
15	61473448	ENSG00000259481.1	1
X	85158641	ENSG00000199051.1	-1
HSCHR6_MHC_MANN	32523182	ENSG00000224230.1	-1
HSCHR6_MHC_MANN	32523182	ENSG00000224230.1	-1
HSCHR6_MHC_MANN	32523182	ENSG00000224230.1	-1
22	46509446	ENSG00000264147.1	1
20	55182733	ENSG00000252536.1	1
9	128024073	ENSG00000165219.17	1
X	85274612	ENSG00000199567.1	1
15	61504112	ENSG00000259575.1	1
HSCHR6_MHC_MANN	32539880	ENSG00000266081.1	-1
HSCHR6_MHC_MANN	32539880	ENSG00000266081.1	-1
HSCHR6_MHC_MANN	32539880	ENSG00000266081.1	-1
20	55242486	ENSG00000252091.1	1
18	47087069	ENSG00000101670.7	1
22	46509566	ENSG00000207875.1	1
HSCHR6_MHC_MANN	32579307	ENSG00000264640.1	-1
HSCHR6_MHC_MANN	32579307	ENSG00000264640.1	-1
HSCHR6_MHC_MANN	32579307	ENSG00000264640.1	-1
20	55263457	ENSG00000241821.2	1
X	85321231	ENSG00000234039.2	-1
15	61592525	ENSG00000259616.1	-1
HSCHR6_MHC_MANN	32589233	ENSG00000233853.1	-1
HSCHR6_MHC_MANN	32589233	ENSG00000233853.1	-1
HSCHR6_MHC_MANN	32589233	ENSG00000233853.1	-1
22	46877226	ENSG00000230634.1	-1
20	55275893	ENSG00000237000.1	-1
13	21727734	ENSG00000165480.11	-1
15	61890713	ENSG00000259530.1	1
8	10581278	ENSG00000171056.6	-1
8	7824866	ENSG00000255211.1	-1
20	55293942	ENSG00000221416.1	1
HSCHR6_MHC_MANN	32640268	ENSG00000265074.1	-1
HSCHR6_MHC_MANN	32640268	ENSG00000265074.1	-1
HSCHR6_MHC_MANN	32640268	ENSG00000265074.1	-1
9	105684856	ENSG00000234269.2	1
22	46937392	ENSG00000234869.1	1
15	61931548	ENSG00000259675.1	-1
15	86365086	ENSG00000252931.1	1
20	55305453	ENSG00000231604.2	1
9	4490444	ENSG00000106688.7	1
15	86368866	ENSG00000264406.1	1
X	85339720	ENSG00000225536.2	-1
HSCHR6_MHC_MANN	32642476	ENSG00000238248.3	1
HSCHR6_MHC_MANN	32642476	ENSG00000238248.3	1
HSCHR6_MHC_MANN	32642476	ENSG00000238248.3	1
22	47157791	ENSG00000260708.1	-1
20	55361037	ENSG00000207158.1	-1
15	61966966	ENSG00000271195.1	1
15	86501948	ENSG00000259608.1	-1
20	55575143	ENSG00000251772.1	1
22	47243803	ENSG00000221672.1	1
15	62022049	ENSG00000259284.1	1
20	55629846	ENSG00000238644.1	1
HSCHR6_MHC_MANN	32644922	ENSG00000237120.1	-1
HSCHR6_MHC_MANN	32644922	ENSG00000237120.1	-1
HSCHR6_MHC_MANN	32644922	ENSG00000237120.1	-1
22	47741319	ENSG00000224715.1	1
15	62036140	ENSG00000266349.1	1
15	86621974	ENSG00000260758.1	-1
20	55680797	ENSG00000231078.1	1
15	62126951	ENSG00000259564.1	1
HSCHR6_MHC_MANN	32647649	ENSG00000229099.1	-1
HSCHR6_MHC_MANN	32647649	ENSG00000229099.1	-1
HSCHR6_MHC_MANN	32647649	ENSG00000229099.1	-1
20	55689971	ENSG00000203266.2	1
